date,spy,score,gauge_pct,regime,model_prob,fwd_ret_3m,fwd_ret_6m,fwd_dd_3m,fwd_dd_6m,trap_10pct_3m,trap_10pct_6m
2021-08-06,413.56475830078125,6.5,65.0,Early Bull Market,65.0,0.05856819333972374,0.020856882056776715,-0.05114151638807729,-0.09727660934665838,False,False
2021-08-13,416.7705383300781,7.0,70.0,Early Bull Market,65.0,0.04336152918519254,-0.005598701944688589,-0.05114151638807729,-0.09727660934665838,False,False
2021-08-20,414.37786865234375,5.5,55.0,Bull Trap Risk,40.0,0.06287199887703454,-0.014003117024518619,-0.05114151638807729,-0.09727660934665838,False,False
2021-08-27,420.8175048828125,7.0,70.0,Early Bull Market,65.0,0.022632614681999508,-0.023725197159430556,-0.05114151638807729,-0.11672358021429075,False,True
2021-09-03,423.46246337890625,6.0,60.0,Early Bull Market,65.0,0.003956466473306719,-0.06804098985746487,-0.05091100343052313,-0.12199876540963495,False,True
2021-09-10,416.3219299316406,6.0,60.0,Early Bull Market,65.0,0.05029637436110157,-0.05060996389322214,-0.040938590001642905,-0.12865539639014034,False,True
2021-09-17,413.86767578125,5.5,55.0,Bull Trap Risk,40.0,0.05675127506928379,0.013745928213864778,-0.040938590001642905,-0.12865539639014034,False,True
2021-09-24,416.2210693359375,5.0,50.0,Bull Trap Risk,40.0,0.063849410634361,0.02654081039205103,-0.040938590001642905,-0.12865539639014034,False,True
2021-10-01,407.1542053222656,4.5,45.0,Bull Trap Risk,40.0,0.09761574092638914,0.04993385740227074,-0.040938590001642905,-0.12865539639014034,False,True
2021-10-08,410.5484619140625,5.0,50.0,Bull Trap Risk,40.0,0.06821237608203812,0.028953860489954186,-0.040938590001642905,-0.12865539639014034,False,True
2021-10-15,418.058837890625,5.0,50.0,Bull Trap Risk,40.0,0.04593869662438421,-0.011204798732048937,-0.040938590001642905,-0.12865539639014034,False,True
2021-10-22,424.85662841796875,7.0,70.0,Early Bull Market,65.0,-0.025897623724455476,-0.04804168340911186,-0.08316755802859876,-0.12865539639014034,False,True
