Date,Strategy_Return,SPY_Return,Fixed_Fund_Return,Strategy_Equity,SPY_Equity,Fixed_Fund_Equity,Turnover
2020-06-29,0.00010019589617260571,0.014697503319633709,0.010659918517432476,99864.98487066623,100081.76439414453,100214.24100324727,0.0
2020-06-30,0.0,0.012809303381612125,0.007630700034853299,99864.98487066623,101363.74207723615,100978.94581556355,0.0
2020-07-01,-4.058391703043451e-05,0.007005202559808632,6.846194654425142e-05,99860.931958406,102073.81562270739,100985.85903075407,0.0
2020-07-02,6.033235209090826e-05,0.005506588184169381,0.0023020322790527456,99866.95680331303,102635.89408972846,101218.33173797074,0.0
2020-07-06,-6.0328712317758715e-05,0.015437468710236102,0.008741643008797472,99860.931958406,104220.33249328575,102103.14625997012,0.0
2020-07-07,0.0,-0.010313705942735285,-0.005082847709149534,99860.931958406,103145.4346306959,101584.17151690567,0.0
2020-07-08,0.0,0.0076488149960496354,0.009872185800980404,99860.931958406,103934.37497787322,102587.02933255924,0.0
2020-07-09,0.00010046292112875221,-0.005693197048760701,-0.004098808555808193,99870.96427933717,103342.65610098439,102166.54473901598,0.0
2020-07-10,4.003554792686437e-05,0.010210614814630592,0.002002338879866966,99874.96266811408,104397.84815635238,102371.11678376858,0.0
2020-07-13,-4.0033945146067396e-05,-0.0086589197411997,-0.0041413962847358324,99870.96427933717,103493.87556801258,101947.15742105602,0.0
2020-07-14,-5.013542479037625e-05,0.012959049441656045,0.010092714779447964,99865.95720611881,104835.05781840705,102976.08100348224,0.0
2020-07-15,0.0,0.009187236560664891,0.0049112527648488054,99865.95720611881,105798.20229443573,103481.82256602387,0.0
2020-07-16,0.0,-0.0032934485630198296,-0.0010842404527733052,99865.95720611881,105449.76135711903,103369.62338787108,0.0
2020-07-17,0.0,0.0028990762190319597,0.0029671995293163557,99865.95720611881,105755.46825257204,103676.34168573319,0.0
2020-07-20,0.0,0.008081670398662366,0.002476821653870076,99865.95720611881,106610.14908984554,103933.12949381444,0.0
2020-07-21,0.0,0.002127344562075084,0.006382485843606644,99865.95720611881,106836.94561077384,104596.48122149044,0.0
2020-07-22,0.0,0.005691974311123227,0.005295566174775467,99865.95720611881,107445.05876066923,105150.3788094475,0.0
2020-07-23,0.0,-0.011931471748246603,-0.004432894637198282,99865.95720611881,106163.08107757762,104684.25825912373,0.0
2020-07-24,0.0,-0.006440615288132112,-0.0022920680593485447,99865.95720611881,105479.32551455416,104444.3148144514,0.0
2020-07-27,0.0,0.007292751790011431,0.007558769371665163,99865.95720611881,106248.56005450962,105233.78530231545,0.0
2020-07-28,0.0,-0.006342237858525834,-0.0035967271990568483,99865.95720611881,105574.70641451805,104855.2880844589,0.0
2020-07-29,5.01379384771905e-05,0.012298341019387982,0.007360272346184226,99870.96427933717,106873.10015702556,105627.05156169814,0.0
2020-07-30,-5.013542479037625e-05,-0.003567836389158807,-0.0027374436667638334,99865.95720611881,106491.79442126311,105337.90345836163,0.0
2020-07-31,5.01379384771905e-05,0.007901915551416616,0.0015931591915417818,99870.96427933717,107333.28358769875,105505.72350747405,0.0
2020-08-03,9.82690721840207e-06,0.006952337369876549,0.008216167671010388,99871.94570203696,108079.50078621706,106372.57622206271,0.0
2020-08-04,0.0,0.003862832068904032,0.004671001900352245,99871.94570203696,108496.9937478452,106869.44272774132,0.0
2020-08-05,0.0,0.006210905112839615,0.0073375675527589165,99871.94570203696,109170.85828104142,107653.60448308183,0.0
2020-08-06,0.0,0.00668444568971438,0.004332210981519302,99871.94570203696,109900.60495412056,108119.98261062359,0.0
2020-08-07,4.99529541440058e-05,0.0007180158340134302,-0.0071071600007870835,99876.93460076088,109979.51532864527,107351.55659492756,0.0
2020-08-10,-4.995045897104866e-05,0.002988859722678594,0.002089059085684164,99871.94570203694,110308.22867233076,107575.82033959455,0.0
2020-08-11,0.0,-0.008254616132551074,-0.014577765151584415,99871.94570203694,109397.67658837902,106007.6052946949,0.0
