Date,SPY,QQQ,GMOM,RLY,DBMF,SGOV
2024-05-07,503.5561218261719,435.05865478515625,27.299074172973633,26.330015182495117,26.077438354492188,91.82367706298828
2024-05-08,503.6048583984375,434.8017578125,27.162036895751953,26.311431884765625,26.184131622314453,91.85113525390625
2024-05-09,506.5065612792969,435.750244140625,27.393587112426758,26.6273250579834,26.3174991607666,91.87857818603516
2024-05-10,507.1590270996094,436.7778625488281,27.256546020507812,26.543703079223633,26.299715042114258,91.906005859375
2024-05-13,507.2270812988281,437.7856750488281,27.296241760253906,26.6273250579834,26.40640640258789,91.91515350341797
2024-05-14,509.5544128417969,440.6015930175781,27.19511604309082,26.69235610961914,26.34416961669922,91.91515350341797
2024-05-15,515.8641967773438,447.48828125,27.798086166381836,26.748106002807617,26.104114532470703,91.93345642089844
2024-05-16,514.802734375,446.5793762207031,27.69129180908203,26.72951889038086,26.175243377685547,91.97919464111328
2024-05-17,515.5427856445312,446.3619689941406,27.816043853759766,26.924623489379883,26.415298461914062,91.98833465576172
2024-05-20,516.1367797851562,449.47430419921875,27.93512725830078,26.980371475219727,26.584228515625,91.99749755859375
2024-05-21,517.4025268554688,450.35369873046875,27.87180519104004,26.971080780029297,26.5308837890625,92.0157699584961
2024-05-22,515.912841796875,450.2647399902344,27.625133514404297,26.673776626586914,26.397518157958984,92.02495574951172
2024-05-23,512.1444091796875,448.2392578125,27.58733367919922,26.422924041748047,26.335281372070312,92.08897399902344
2024-05-24,515.5330810546875,452.47796630859375,27.506996154785156,26.515832901000977,26.388629913330078,92.09810638427734
2024-05-28,515.893310546875,454.18731689453125,27.705469131469727,26.683061599731445,26.673137664794922,92.10728454589844
2024-05-29,512.2806396484375,450.98602294921875,27.596782684326172,26.33930778503418,26.593120574951172,92.10728454589844
2024-05-30,508.8824157714844,446.15447998046875,27.47675323486328,26.404342651367188,26.397518157958984,92.12555694580078
2024-05-31,513.5174560546875,445.32452392578125,27.34821891784668,26.655193328857422,26.353059768676758,92.16214752197266
2024-06-03,513.9361572265625,447.715576171875,27.33971405029297,26.39505386352539,26.113004684448242,92.18052673339844
2024-06-04,514.5106201171875,448.9407653808594,27.407758712768555,26.199947357177734,25.686233520507812,92.19890594482422
2024-06-05,520.6255493164062,457.99127197265625,27.6033992767334,26.21852684020996,25.970746994018555,92.2172622680664
2024-06-06,520.6159057617188,457.833251953125,27.596782684326172,26.385759353637695,26.032983779907227,92.2172622680664
2024-06-07,519.98291015625,457.4281005859375,27.284900665283203,26.032711029052734,26.246366500854492,92.2540512084961
2024-06-10,521.5896606445312,459.2757873535156,27.20551300048828,26.134910583496094,26.477540969848633,92.27241516113281
2024-06-11,522.8458251953125,462.4276428222656,27.157312393188477,25.9490966796875,26.40640640258789,92.29077911376953
2024-06-12,527.1399536132812,468.484375,27.242372512817383,25.97696876525879,26.3174991607666,92.30914306640625
2024-06-13,528.2013549804688,471.023681640625,27.45501708984375,25.893348693847656,26.13967514038086,92.3183364868164
2024-06-14,528.522705078125,473.4642028808594,26.897409439086914,25.698244094848633,26.13967514038086,92.3642807006836
2024-06-17,532.7291870117188,479.2640075683594,27.209293365478516,25.67966079711914,26.388629913330078,92.37345123291016
2024-06-18,534.0826416015625,479.41229248046875,27.247095108032227,25.84689712524414,26.388629913330078,92.4010238647461
2024-06-20,532.6317749023438,475.7169494628906,27.209293365478516,26.060585021972656,26.717594146728516,92.41023254394531
2024-06-21,531.917724609375,474.44232177734375,26.97774314880371,25.939804077148438,26.637575149536133,92.44697570800781
2024-06-24,530.1886596679688,469.041015625,26.980588912963867,26.190654754638672,26.74427032470703,92.45614624023438
2024-06-25,532.2303466796875,474.40478515625,27.350444793701172,26.074953079223633,26.68202781677246,92.47452545166016
2024-06-26,532.89453125,475.3844299316406,27.005245208740234,25.999698638916016,26.833179473876953,92.48371124267578
2024-06-27,533.7346801757812,476.6116027832031,26.914203643798828,26.056142807006836,26.86366081237793,92.49290466308594
2024-06-28,531.6343994140625,474.1375427246094,27.043180465698242,25.99029541015625,26.95332908630371,92.52964782714844
2024-07-01,532.7285766601562,476.9184265136719,26.911359786987305,26.065547943115234,27.392688751220703,92.56563568115234
2024-07-02,536.3135986328125,481.9259033203125,27.20439910888672,26.046735763549805,27.303022384643555,92.57489013671875
2024-07-03,538.7069091796875,485.9437255859375,27.449071884155273,26.35715103149414,27.31199073791504,92.60256958007812
2024-07-05,541.8134765625,491.0105895996094,27.525888442993164,26.34774398803711,27.276124954223633,92.63946533203125
2024-07-08,542.4386596679688,492.1783752441406,27.369413375854492,26.21605110168457,27.14162826538086,92.65795135498047
2024-07-09,542.9661865234375,492.6038818359375,27.336223602294922,26.13139533996582,27.258193969726562,92.65795135498047
2024-07-10,548.3389892578125,497.7400207519531,27.58279037475586,26.30071258544922,27.419588088989258,92.67639923095703
2024-07-11,543.6109008789062,486.824462890625,27.45476531982422,26.470029830932617,27.042993545532227,92.69483947753906
2024-07-12,547.0396728515625,489.6845397949219,27.659605026245117,26.582910537719727,26.989194869995117,92.7409896850586
2024-07-15,548.5441284179688,491.000732421875,27.736421585083008,26.535877227783203,27.00712776184082,92.7409896850586
2024-07-16,551.797119140625,491.1887512207031,28.305435180664062,26.611129760742188,27.168527603149414,92.75942993164062
2024-07-17,544.0602416992188,476.7699279785156,28.12050437927246,26.611129760742188,26.693302154541016,92.76866149902344
2024-07-18,539.879150390625,474.5135803222656,27.79806900024414,26.460622787475586,26.71123504638672,92.78711700439453
2024-07-19,536.2940673828125,470.3077392578125,27.435794830322266,26.253681182861328,26.603635787963867,92.82402801513672
2024-07-22,541.8231811523438,477.3142395019531,27.559083938598633,26.32893180847168,26.756065368652344,92.84249114990234
2024-07-23,540.9733276367188,475.63189697265625,27.705127716064453,26.15961456298828,26.531906127929688,92.8517074584961
2024-07-24,528.7135620117188,458.5708312988281,27.307767868041992,26.065547943115234,26.209108352661133,92.8609390258789
2024-07-25,525.958740234375,453.5138244628906,27.350444793701172,26.065547943115234,26.047710418701172,92.87938690185547
2024-07-26,531.8492431640625,458.1650695800781,27.516407012939453,26.178428649902344,26.119443893432617,92.90706634521484
2024-07-29,532.161865234375,459.0854187011719,27.359928131103516,26.056142807006836,26.038745880126953,92.93475341796875
2024-07-30,529.4658203125,452.7815246582031,27.485111236572266,26.140798568725586,25.931150436401367,92.93475341796875
2024-07-31,538.072021484375,466.1809997558594,27.880573272705078,26.413591384887695,25.949081420898438,92.94400024414062
2024-08-01,530.4523315429688,454.8894348144531,27.28974723815918,26.084362030029297,25.48282241821289,92.9745864868164
2024-08-02,520.5762329101562,444.0926818847656,26.62969970703125,25.82097816467285,24.639968872070312,93.02093505859375
2024-08-05,505.4151306152344,430.85150146484375,25.344682693481445,25.378870010375977,24.048179626464844,93.03019714355469
2024-08-06,510.0747985839844,434.9683532714844,25.70979881286621,25.501157760620117,24.110942840576172,93.0487289428711
2024-08-07,506.6654052734375,430.2577209472656,25.463228225708008,25.491748809814453,24.17371368408203,93.0487289428711
2024-08-08,518.3782348632812,443.4197082519531,26.174489974975586,25.755130767822266,24.47857093811035,93.07655334472656
2024-08-09,520.6640625,445.7354736328125,26.210525512695312,25.85860252380371,24.496505737304688,93.10436248779297
2024-08-12,520.9376831054688,446.69537353515625,26.525379180908203,25.971481323242188,24.63100242614746,93.12289428710938
2024-08-13,529.5048217773438,457.779052734375,26.696083068847656,26.074953079223633,24.74757194519043,93.14144134521484
2024-08-14,531.1752319335938,457.9276123046875,26.790918350219727,26.046735763549805,24.7655029296875,93.15997314453125
2024-08-15,540.2797241210938,469.4962158203125,27.08964729309082,26.2254581451416,25.025529861450195,93.16924285888672
2024-08-16,541.490966796875,470.0998840332031,27.061199188232422,26.263084411621094,25.11519432067871,93.20634460449219
2024-08-19,546.6685180664062,476.2751159667969,27.516407012939453,26.422996520996094,25.195892333984375,93.215576171875
2024-08-20,545.779541015625,475.275634765625,27.246126174926758,26.244272232055664,25.061397552490234,93.22486114501953
2024-08-21,547.6551513671875,477.49237060546875,27.359928131103516,26.32893180847168,25.04346466064453,93.25264739990234
2024-08-22,543.3568115234375,469.9217834472656,27.262248992919922,26.2254581451416,25.07036018371582,93.25264739990234
2024-08-23,549.1301879882812,475.0183410644531,27.658658981323242,26.601722717285156,25.034496307373047,93.28976440429688
2024-08-26,547.8212280273438,470.4067077636719,27.445280075073242,26.752225875854492,25.061397552490234,93.30831146240234
2024-08-27,548.5734252929688,471.8119201660156,27.568567276000977,26.66756820678711,25.00759506225586,93.31755828857422
2024-08-28,545.3887939453125,466.45806884765625,27.305871963500977,26.451217651367188,24.99863052368164,93.32682037353516
2024-08-29,545.4375610351562,465.7752685546875,27.628307342529297,26.611129760742188,25.079328536987305,93.33609771728516
2024-08-30,550.6444091796875,471.32708740234375,27.625465393066406,26.629940032958984,25.15106201171875,93.3824462890625
2024-09-03,539.3126220703125,457.0171203613281,27.093441009521484,26.121984481811523,24.97173500061035,93.42339324951172
2024-09-04,538.2088012695312,455.82952880859375,27.02895736694336,26.056142807006836,24.91793441772461,93.43273162841797
2024-09-05,536.8997192382812,456.2550964355469,26.904720306396484,26.056142807006836,24.9448299407959,93.46066284179688
2024-09-06,527.8637084960938,444.03326416015625,26.411579132080078,25.764537811279297,24.738601684570312,93.49788665771484
2024-09-09,533.7737426757812,449.7433776855469,26.77669334411621,25.886825561523438,24.846200942993164,93.5072021484375
2024-09-10,536.0986938476562,453.8998107910156,26.734018325805664,25.717506408691406,24.935867309570312,93.52581787109375
